"id","ch"
1603,"0000000000100"
1604,"0000000000100"
1606,"0000000000100"
1607,"0000000000100"
1608,"0000000000100"
1609,"0000000000100"
1610,"0000000000100"
1611,"0000000000100"
1612,"0000000000100"
1613,"0000000000110"
1614,"0000000000100"
1616,"0000000000100"
1618,"0000000000100"
1625,"0000000000100"
1626,"0000000000100"
1627,"0000000000100"
1629,"0000000000100"
1630,"0000000000100"
1631,"0000000000100"
1632,"0000000000100"
1633,"0000000000100"
1634,"0000000000100"
1635,"0000000000100"
1636,"0000000000100"
1637,"0000000000100"
1638,"0000000000100"
1639,"0000000000100"
1640,"0000000000100"
1662,"0000000000100"
1666,"0000000000100"
1667,"0000000000110"
1671,"0000000000100"
1672,"0000000000100"
1673,"0000000000100"
1674,"0000000000100"
1677,"0000000000100"
1678,"0000000000100"
1679,"0000000000100"
1681,"0000000000100"
1682,"0000000000100"
1683,"0000000000100"
1684,"0000000000100"
1686,"0000000000100"
1689,"0000000000100"
1690,"0000000000100"
1693,"0000000000100"
1696,"0000000000100"
1697,"0000000000100"
1698,"0000000000100"
1699,"0000000000100"
1703,"0000000000100"
1709,"0000000000100"
1711,"0000000000100"
1712,"0000000000100"
1718,"0000000000100"
1719,"0000000000100"
1721,"0000000000100"
1726,"0000000000100"
1733,"0000000000100"
1736,"0000000000100"
1739,"0000000000100"
1740,"0000000000100"
1741,"0000000000100"
1745,"0000000000100"
1746,"0000000000100"
1747,"0000000000100"
1753,"0000000000100"
1757,"0000000000100"
1759,"0000000000101"
1763,"0000000000100"
1765,"0000000000100"
1766,"0000000000100"
1773,"0000000000100"
1780,"0000000000100"
1781,"0000000000100"
1782,"0000000000100"
1783,"0000000000100"
1784,"0000000000100"
1785,"0000000000101"
1786,"0000000000100"
1787,"0000000000100"
1788,"0000000000100"
1789,"0000000000100"
1791,"0000000000100"
1793,"0000000000100"
1795,"0000000000100"
1800,"0000000000011"
1801,"0000000000010"
1802,"0000000000010"
1803,"0000000000010"
1805,"0000000000010"
1806,"0000000000010"
1807,"0000000000010"
1808,"0000000000010"
1809,"0000000000010"
1810,"0000000000010"
1811,"0000000000010"
1812,"0000000000010"
1814,"0000000000010"
1815,"0000000000010"
1816,"0000000000010"
1822,"0000000000010"
1823,"0000000000010"
1824,"0000000000010"
1825,"0000000000010"
1826,"0000000000010"
1829,"0000000000010"
1831,"0000000000010"
1832,"0000000000010"
1833,"0000000000010"
1834,"0000000000010"
1836,"0000000000010"
1837,"0000000000010"
1838,"0000000000010"
1839,"0000000000010"
1840,"0000000000010"
1841,"0000000000011"
1842,"0000000000011"
1843,"0000000000010"
1844,"0000000000010"
1845,"0000000000010"
1847,"0000000000011"
1849,"0000000000010"
1853,"0000000000010"
1854,"0000000000010"
1857,"0000000000010"
1859,"0000000000010"
1860,"0000000000010"
1861,"0000000000010"
1862,"0000000000010"
1863,"0000000000010"
1865,"0000000000010"
1866,"0000000000010"
1868,"0000000000010"
1869,"0000000000010"
1870,"0000000000010"
1871,"0000000000010"
1872,"0000000000010"
1873,"0000000000010"
1874,"0000000000010"
1875,"0000000000010"
1876,"0000000000010"
1878,"0000000000010"
1881,"0000000000010"
1882,"0000000000010"
1884,"0000000000010"
1885,"0000000000010"
1886,"0000000000010"
1890,"0000000000010"
1892,"0000000000010"
1895,"0000000000010"
1897,"0000000000010"
1908,"0000000000010"
1909,"0000000000010"
1915,"0000000000010"
1917,"0000000000010"
1918,"0000000000011"
1919,"0000000000010"
1921,"0000000000010"
1922,"0000000000010"
1923,"0000000000010"
1925,"0000000000010"
1926,"0000000000010"
1928,"0000000000010"
1929,"0000000000010"
1930,"0000000000010"
1932,"0000000000010"
1939,"0000000000010"
1945,"0000000000010"
1949,"0000000000010"
1950,"0000000000010"
1982,"0000000000010"
2000,"0000000000001"
2002,"0000000000001"
2003,"0000000000001"
2004,"0000000000001"
2006,"0000000000001"
2007,"0000000000001"
2008,"0000000000001"
2009,"0000000000001"
2010,"0000000000001"
2011,"0000000000001"
2012,"0000000000001"
2013,"0000000000001"
2014,"0000000000001"
2015,"0000000000001"
2016,"0000000000011"
2017,"0000000000001"
2018,"0000000000001"
2019,"0000000000001"
2020,"0000000000001"
2022,"0000000000001"
2023,"0000000000001"
2026,"0000000000001"
2027,"0000000000001"
2028,"0000000000001"
2029,"0000000000001"
2030,"0000000000001"
2031,"0000000000001"
2032,"0000000000001"
2033,"0000000000001"
2034,"0000000000001"
2035,"0000000000001"
2036,"0000000000001"
2037,"0000000000001"
2038,"0000000000001"
2039,"0000000000001"
2045,"0000000000001"
2046,"0000000000001"
2047,"0000000000001"
2048,"0000000000001"
2049,"0000000000001"
2050,"0000000000001"
2051,"0000000000001"
2052,"0000000000001"
2053,"0000000000001"
2054,"0000000000001"
2056,"0000000000001"
2057,"0000000000001"
2058,"0000000000001"
2059,"0000000000001"
2061,"0000000000001"
2062,"0000000000001"
2063,"0000000000001"
2064,"0000000000001"
2065,"0000000000001"
2066,"0000000000001"
2067,"0000000000001"
2068,"0000000000001"
2069,"0000000000001"
2070,"0000000000001"
2071,"0000000000001"
2072,"0000000000001"
2073,"0000000000001"
2074,"0000000000001"
2075,"0000000000001"
2076,"0000000000001"
2077,"0000000000001"
2078,"0000000000001"
2079,"0000000000001"
2080,"0000000000001"
2082,"0000000000001"
2083,"0000000000001"
2084,"0000000000001"
2085,"0000000000001"
2086,"0000000000001"
2087,"0000000000001"
2088,"0000000000001"
2089,"0000000000001"
2090,"0000000000001"
2091,"0000000000001"
2092,"0000000000001"
2093,"0000000000001"
2094,"0000000000001"
2095,"0000000000001"
2096,"0000000000001"
2097,"0000000000001"
2098,"0000000000001"
2099,"0000000000001"
2100,"0000000000001"
2101,"0000000000001"
2102,"0000000000001"
2103,"0000000000001"
2104,"0000000000001"
2105,"0000000000001"
2106,"0000000000001"
2107,"0000000000001"
2108,"0000000000001"
2109,"0000000000001"
2110,"0000000000001"
2112,"0000000000001"
2114,"0000000000001"
2115,"0000000000001"
2116,"0000000000001"
2117,"0000000000001"
2119,"0000000000001"
2120,"0000000000001"
2122,"0000000000001"
2123,"0000000000001"
2124,"0000000000001"
2125,"0000000000001"
2126,"0000000000001"
2128,"0000000000001"
2129,"0000000000001"
2130,"0000000000001"
2131,"0000000000001"
2132,"0000000000001"
2133,"0000000000001"
2134,"0000000000001"
2136,"0000000000001"
2138,"0000000000001"
2139,"0000000000001"
2140,"0000000000001"
2141,"0000000000001"
