BDA ID,Day_Month_Year,Day of Year,Serial Date,,,,
1190,19_4_2013, 108 ,42844,,,,
1191,19_4_2013, 108 ,42844,,,,
1192,19_4_2013, 108 ,42844,,,,
1193,19_4_2013, 108 ,42844,,,,
1193,21_4_2013, 110 ,42846,,,,
1194,19_4_2013, 108 ,42844,,,,
1195,19_4_2013, 108 ,42844,,,,
1196,19_4_2013, 108 ,42844,,,,
1196,12_4_2014, 101 ,42837,,,,
1197,19_4_2013, 108 ,42844,,,,
1197,11_4_2014, 100 ,42836,,,,
1197,8_3_2017, 66 ,42802,,,,
1199,19_4_2013, 108 ,42844,,,,
1199,20_4_2013, 109 ,42845,,,,
1199,21_4_2013, 110 ,42846,,,,
1200,20_4_2013, 109 ,42845,,,,
1202,21_4_2013, 110 ,42846,,,,
1203,21_4_2013, 110 ,42846,,,,
1204,21_4_2013, 110 ,42846,,,,
1211,21_4_2013, 110 ,42846,,,,
1213,21_4_2013, 110 ,42846,,,,
1214,21_4_2013, 110 ,42846,,,,
1215,21_4_2013, 110 ,42846,,,,
1215,23_4_2017, 112 ,42848,,,,
1226,22_4_2013, 111 ,42847,,,,
1226,7_4_2014, 96 ,42832,,,,
1226,8_4_2014, 97 ,42833,,,,
1227,7_4_2013, 96 ,42832,,,,
1227,21_4_2013, 110 ,42846,,,,
1228,27_4_2013, 116 ,42852,,,,
1228,1_5_2013, 120 ,42856,,,,
1228,19_4_2014, 108 ,42844,,,,
1229,27_4_2013, 116 ,42852,,,,
1229,22_4_2015, 111 ,42847,,,,
1229,23_4_2015, 112 ,42848,,,,
1229,2_5_2016, 121 ,42857,,,,
1229,9_5_2016, 128 ,42864,,,,
1229,22_4_2017, 111 ,42847,,,,
1230,27_4_2013, 116 ,42852,,,,
1230,23_4_2015, 112 ,42848,,,,
1231,30_4_2013, 119 ,42855,,,,
1232,30_4_2013, 119 ,42855,,,,
1233,1_5_2015, 120 ,42856,,,,
1234,5_5_2013, 124 ,42860,,,,
1235,5_5_2013, 124 ,42860,,,,
1236,5_5_2013, 124 ,42860,,,,
1237,5_5_2013, 124 ,42860,,,,
1238,5_5_2013, 124 ,42860,,,,
1300,20_1_2014, 19 ,42755,,,,
1300,23_1_2014, 22 ,42758,,,,
1300,25_1_2014, 24 ,42760,,,,
1300,1_2_2014, 31 ,42767,,,,
1300,10_3_2016, 68 ,42804,,,,
1301,1_2_2014, 31 ,42767,,,,
1302,1_2_2014, 31 ,42767,,,,
1303,1_2_2014, 31 ,42767,,,,
1304,1_2_2014, 31 ,42767,,,,
1305,4_2_2014, 34 ,42770,,,,
1306,8_2_2014, 38 ,42774,,,,
1307,18_2_2014, 48 ,42784,,,,
1308,18_2_2014, 48 ,42784,,,,
1309,5_3_2014, 63 ,42799,,,,
1310,5_3_2014, 63 ,42799,,,,
1311,5_3_2014, 63 ,42799,,,,
1312,15_3_2014, 73 ,42809,,,,
1314,15_3_2014, 73 ,42809,,,,
1316,15_3_2014, 73 ,42809,,,,
1317,15_3_2014, 73 ,42809,,,,
1318,15_3_2014, 73 ,42809,,,,
1318,16_3_2014, 74 ,42810,,,,
1319,15_3_2014, 73 ,42809,,,,
1320,15_3_2014, 73 ,42809,,,,
1322,16_3_2014, 74 ,42810,,,,
1324,16_3_2014, 74 ,42810,,,,
1325,16_3_2014, 74 ,42810,,,,
1326,16_3_2014, 74 ,42810,,,,
1327,15_3_2014, 73 ,42809,,,,
1327,16_3_2014, 74 ,42810,,,,
1327,22_3_2015, 80 ,42816,,,,
1328,16_3_2014, 74 ,42810,,,,
1329,16_3_2014, 74 ,42810,,,,
1332,15_3_2014, 73 ,42809,,,,
1334,16_3_2014, 74 ,42810,,,,
1335,16_3_2014, 74 ,42810,,,,
1336,20_3_2014, 78 ,42814,,,,
1337,20_3_2014, 78 ,42814,,,,
1337,22_3_2014, 80 ,42816,,,,
1338,20_3_2014, 78 ,42814,,,,
1340,20_3_2014, 78 ,42814,,,,
1341,20_3_2014, 78 ,42814,,,,
1341,31_3_2017, 89 ,42825,,,,
1342,22_3_2014, 80 ,42816,,,,
1343,22_3_2014, 80 ,42816,,,,
1344,22_3_2014, 80 ,42816,,,,
1345,22_3_2014, 80 ,42816,,,,
1346,22_3_2014, 80 ,42816,,,,
1347,22_3_2014, 80 ,42816,,,,
1348,22_3_2014, 80 ,42816,,,,
1349,5_4_2014, 94 ,42830,,,,
1350,5_4_2014, 94 ,42830,,,,
1350,8_4_2015, 97 ,42833,,,,
1351,5_4_2014, 94 ,42830,,,,
1352,7_4_2014, 96 ,42832,,,,
1354,7_4_2014, 96 ,42832,,,,
1356,7_4_2014, 96 ,42832,,,,
1358,7_4_2014, 96 ,42832,,,,
1360,7_4_2014, 96 ,42832,,,,
1361,7_4_2014, 96 ,42832,,,,
1363,11_4_2014, 100 ,42836,,,,
1367,11_4_2014, 100 ,42836,,,,
1370,12_4_2014, 101 ,42837,,,,
1371,12_4_2014, 101 ,42837,,,,
1372,12_4_2014, 101 ,42837,,,,
1374,12_4_2014, 101 ,42837,,,,
1375,11_4_2014, 100 ,42836,,,,
1375,12_4_2014, 101 ,42837,,,,
1375,10_4_2015, 99 ,42835,,,,
1377,12_4_2014, 101 ,42837,,,,
1379,12_4_2014, 101 ,42837,,,,
1382,12_4_2014, 101 ,42837,,,,
1386,12_4_2014, 101 ,42837,,,,
1393,7_4_2014, 96 ,42832,,,,
1393,12_4_2014, 101 ,42837,,,,
1394,12_4_2014, 101 ,42837,,,,
1394,10_4_2015, 99 ,42835,,,,
1394,12_4_2015, 101 ,42837,,,,
1394,4_4_2017, 93 ,42829,,,,
1398,12_4_2014, 101 ,42837,,,,
1404,12_4_2014, 101 ,42837,,,,
1406,12_4_2014, 101 ,42837,,,,
1407,13_4_2014, 102 ,42838,,,,
1408,13_4_2014, 102 ,42838,,,,
1409,13_4_2014, 102 ,42838,,,,
1410,13_4_2014, 102 ,42838,,,,
1412,13_4_2014, 102 ,42838,,,,
1413,13_4_2014, 102 ,42838,,,,
1414,12_4_2014, 101 ,42837,,,,
1415,13_4_2014, 102 ,42838,,,,
1417,12_4_2014, 101 ,42837,,,,
1419,19_4_2014, 108 ,42844,,,,
1419,10_4_2015, 99 ,42835,,,,
1420,19_4_2014, 108 ,42844,,,,
1421,19_4_2014, 108 ,42844,,,,
1422,19_4_2014, 108 ,42844,,,,
1423,19_4_2014, 108 ,42844,,,,
1425,19_4_2014, 108 ,42844,,,,
1426,23_3_2014, 81 ,42817,,,,
1427,1_5_2014, 120 ,42856,,,,
1427,29_4_2017, 118 ,42854,,,,
1428,23_3_2014, 81 ,42817,,,,
1429,23_3_2014, 81 ,42817,,,,
1430,8_5_2014, 127 ,42863,,,,
1430,11_5_2014, 130 ,42866,,,,
1431,8_5_2014, 127 ,42863,,,,
1432,12_5_2014, 131 ,42867,,,,
1432,6_5_2015, 125 ,42861,,,,
1434,22_3_2013, 80 ,42816,,,,
1435,22_3_2013, 80 ,42816,,,,
1438,7_4_2014, 96 ,42832,,,,
1439,7_4_2014, 96 ,42832,,,,
1440,7_4_2014, 96 ,42832,,,,
1441,20_3_2015, 78 ,42814,,,,
1442,12_4_2014, 101 ,42837,,,,
1450,2_1_2015, 1 ,42737,,,,
1451,21_1_2015, 20 ,42756,,,,
1451,22_3_2015, 80 ,42816,,,,
1452,21_1_2015, 20 ,42756,,,,
1453,21_1_2015, 20 ,42756,,,,
1454,21_1_2015, 20 ,42756,,,,
1455,21_1_2015, 20 ,42756,,,,
1457,30_1_2015, 29 ,42765,,,,
1458,30_1_2015, 29 ,42765,,,,
1459,30_1_2015, 29 ,42765,,,,
1460,8_2_2015, 38 ,42774,,,,
1461,8_2_2015, 38 ,42774,,,,
1462,8_2_2015, 38 ,42774,,,,
1463,9_2_2015, 39 ,42775,,,,
1464,22_2_2015, 52 ,42788,,,,
1465,22_2_2015, 52 ,42788,,,,
1466,22_2_2015, 52 ,42788,,,,
1467,23_2_2015, 53 ,42789,,,,
1468,23_2_2015, 53 ,42789,,,,
1469,28_2_2015, 58 ,42794,,,,
1470,2_3_2015, 60 ,42796,,,,
1471,2_3_2015, 60 ,42796,,,,
1472,2_3_2015, 60 ,42796,,,,
1473,2_3_2015, 60 ,42796,,,,
1474,2_3_2015, 60 ,42796,,,,
1475,8_3_2015, 66 ,42802,,,,
1475,9_3_2015, 67 ,42803,,,,
1475,10_3_2015, 68 ,42804,,,,
1477,10_3_2015, 68 ,42804,,,,
1478,10_3_2015, 68 ,42804,,,,
1479,8_3_2015, 66 ,42802,,,,
1479,10_4_2015, 99 ,42835,,,,
1480,9_3_2015, 67 ,42803,,,,
1481,9_3_2015, 67 ,42803,,,,
1482,9_3_2015, 67 ,42803,,,,
1483,9_3_2015, 67 ,42803,,,,
1486,9_3_2015, 67 ,42803,,,,
1486,10_3_2015, 68 ,42804,,,,
1486,22_4_2016, 111 ,42847,,,,
1488,9_3_2015, 67 ,42803,,,,
1489,10_3_2015, 68 ,42804,,,,
1490,10_3_2015, 68 ,42804,,,,
1491,10_3_2015, 68 ,42804,,,,
1492,10_3_2015, 68 ,42804,,,,
1494,10_3_2015, 68 ,42804,,,,
1495,10_3_2015, 68 ,42804,,,,
1497,10_3_2015, 68 ,42804,,,,
1498,10_3_2015, 68 ,42804,,,,
1501,10_3_2015, 68 ,42804,,,,
1502,14_3_2015, 72 ,42808,,,,
1503,14_3_2015, 72 ,42808,,,,
1504,11_3_2015, 69 ,42805,,,,
1505,9_3_2015, 67 ,42803,,,,
1506,9_3_2015, 67 ,42803,,,,
1509,8_3_2015, 66 ,42802,,,,
1510,8_3_2015, 66 ,42802,,,,
1511,19_3_2015, 77 ,42813,,,,
1512,19_3_2015, 77 ,42813,,,,
1513,9_3_2015, 67 ,42803,,,,
1520,20_3_2015, 78 ,42814,,,,
1521,20_3_2015, 78 ,42814,,,,
1522,20_3_2015, 78 ,42814,,,,
1523,20_3_2015, 78 ,42814,,,,
1524,20_3_2015, 78 ,42814,,,,
1526,20_3_2015, 78 ,42814,,,,
1528,20_3_2015, 78 ,42814,,,,
1529,20_3_2015, 78 ,42814,,,,
1532,20_3_2015, 78 ,42814,,,,
1532,27_3_2016, 85 ,42821,,,,
1536,20_3_2015, 78 ,42814,,,,
1537,20_3_2015, 78 ,42814,,,,
1539,20_3_2015, 78 ,42814,,,,
1540,20_3_2015, 78 ,42814,,,,
1546,20_3_2015, 78 ,42814,,,,
1549,20_3_2015, 78 ,42814,,,,
1549,17_1_2017, 16 ,42752,,,,
1550,20_3_2015, 78 ,42814,,,,
1552,20_3_2015, 78 ,42814,,,,
1553,20_3_2015, 78 ,42814,,,,
1554,20_3_2015, 78 ,42814,,,,
1560,22_3_2015, 80 ,42816,,,,
1561,22_3_2015, 80 ,42816,,,,
1562,22_3_2015, 80 ,42816,,,,
1563,22_3_2015, 80 ,42816,,,,
1564,22_3_2015, 80 ,42816,,,,
1565,22_3_2015, 80 ,42816,,,,
1567,22_3_2015, 80 ,42816,,,,
1568,22_3_2015, 80 ,42816,,,,
1569,22_3_2015, 80 ,42816,,,,
1569,23_3_2015, 81 ,42817,,,,
1570,22_3_2015, 80 ,42816,,,,
1570,23_3_2015, 81 ,42817,,,,
1571,22_3_2015, 80 ,42816,,,,
1572,22_3_2015, 80 ,42816,,,,
1576,23_3_2015, 81 ,42817,,,,
1579,23_3_2015, 81 ,42817,,,,
1580,23_3_2015, 81 ,42817,,,,
1581,23_3_2015, 81 ,42817,,,,
1582,23_3_2015, 81 ,42817,,,,
1583,23_3_2015, 81 ,42817,,,,
1585,23_3_2015, 81 ,42817,,,,
1588,23_3_2015, 81 ,42817,,,,
1590,23_3_2015, 81 ,42817,,,,
1591,26_3_2015, 84 ,42820,,,,
1592,26_3_2015, 84 ,42820,,,,
1593,26_3_2015, 84 ,42820,,,,
1594,26_3_2015, 84 ,42820,,,,
1595,26_3_2015, 84 ,42820,,,,
1596,26_3_2015, 84 ,42820,,,,
1597,26_3_2015, 84 ,42820,,,,
1598,26_3_2015, 84 ,42820,,,,
1599,26_3_2015, 84 ,42820,,,,
1600,26_3_2015, 84 ,42820,,,,
1601,10_3_2015, 68 ,42804,,,,
1602,10_3_2015, 68 ,42804,,,,
1603,10_3_2015, 68 ,42804,,,,
1604,23_3_2015, 81 ,42817,,,,
1606,23_3_2015, 81 ,42817,,,,
1607,3_4_2015, 92 ,42828,,,,
1608,3_4_2015, 92 ,42828,,,,
1609,3_4_2015, 92 ,42828,,,,
1610,3_4_2015, 92 ,42828,,,,
1611,3_4_2015, 92 ,42828,,,,
1612,3_4_2015, 92 ,42828,,,,
1613,3_4_2015, 92 ,42828,,,,
1613,14_4_2016, 103 ,42839,,,,
1614,3_4_2015, 92 ,42828,,,,
1616,3_4_2015, 92 ,42828,,,,
1618,3_4_2015, 92 ,42828,,,,
1625,3_4_2015, 92 ,42828,,,,
1626,3_4_2015, 92 ,42828,,,,
1627,3_4_2015, 92 ,42828,,,,
1629,3_4_2015, 92 ,42828,,,,
1630,3_4_2015, 92 ,42828,,,,
1631,3_4_2015, 92 ,42828,,,,
1632,3_4_2015, 92 ,42828,,,,
1633,3_4_2015, 92 ,42828,,,,
1634,3_4_2015, 92 ,42828,,,,
1635,3_4_2015, 92 ,42828,,,,
1636,3_4_2015, 92 ,42828,,,,
1637,3_4_2015, 92 ,42828,,,,
1638,2_4_2015, 91 ,42827,,,,
1639,7_4_2015, 96 ,42832,,,,
1640,7_4_2015, 96 ,42832,,,,
1662,8_4_2015, 97 ,42833,,,,
1666,8_4_2015, 97 ,42833,,,,
1667,8_4_2015, 97 ,42833,,,,
1667,29_12_2015, 362 ,43098,,,,
1671,8_4_2015, 97 ,42833,,,,
1671,9_4_2015, 98 ,42834,,,,
1672,8_4_2015, 97 ,42833,,,,
1673,9_4_2015, 98 ,42834,,,,
1673,10_4_2015, 99 ,42835,,,,
1674,8_4_2015, 97 ,42833,,,,
1677,8_4_2015, 97 ,42833,,,,
1678,8_4_2015, 97 ,42833,,,,
1679,8_4_2015, 97 ,42833,,,,
1679,9_4_2015, 98 ,42834,,,,
1681,8_4_2015, 97 ,42833,,,,
1682,8_4_2015, 97 ,42833,,,,
1683,8_4_2015, 97 ,42833,,,,
1684,8_4_2015, 97 ,42833,,,,
1686,8_4_2015, 97 ,42833,,,,
1689,8_4_2015, 97 ,42833,,,,
1689,11_4_2015, 100 ,42836,,,,
1690,8_4_2015, 97 ,42833,,,,
1693,9_4_2015, 98 ,42834,,,,
1696,9_4_2015, 98 ,42834,,,,
1697,9_4_2015, 98 ,42834,,,,
1698,9_4_2015, 98 ,42834,,,,
1699,9_4_2015, 98 ,42834,,,,
1703,9_4_2015, 98 ,42834,,,,
1709,9_4_2015, 98 ,42834,,,,
1711,9_4_2015, 98 ,42834,,,,
1712,9_4_2015, 98 ,42834,,,,
1718,9_4_2015, 98 ,42834,,,,
1719,9_4_2015, 98 ,42834,,,,
1721,9_4_2015, 98 ,42834,,,,
1726,9_4_2015, 98 ,42834,,,,
1733,9_4_2015, 98 ,42834,,,,
1736,9_4_2015, 98 ,42834,,,,
1739,9_4_2015, 98 ,42834,,,,
1740,10_4_2015, 99 ,42835,,,,
1741,9_4_2015, 98 ,42834,,,,
1745,10_4_2015, 99 ,42835,,,,
1746,9_4_2015, 98 ,42834,,,,
1747,10_4_2015, 99 ,42835,,,,
1753,10_4_2015, 99 ,42835,,,,
1757,10_4_2015, 99 ,42835,,,,
1759,10_4_2015, 99 ,42835,,,,
1759,4_4_2017, 93 ,42829,,,,
1763,10_4_2015, 99 ,42835,,,,
1765,10_4_2015, 99 ,42835,,,,
1766,10_4_2015, 99 ,42835,,,,
1773,10_4_2015, 99 ,42835,,,,
1780,8_4_2015, 97 ,42833,,,,
1781,8_4_2015, 97 ,42833,,,,
1782,8_4_2015, 97 ,42833,,,,
1783,8_4_2015, 97 ,42833,,,,
1784,8_4_2015, 97 ,42833,,,,
1785,11_4_2015, 100 ,42836,,,,
1785,25_3_2017, 83 ,42819,,,,
1786,3_4_2015, 92 ,42828,,,,
1787,19_4_2015, 108 ,42844,,,,
1788,19_4_2015, 108 ,42844,,,,
1789,19_4_2015, 108 ,42844,,,,
1791,22_4_2015, 111 ,42847,,,,
1793,23_4_2015, 112 ,42848,,,,
1795,23_4_2015, 112 ,42848,,,,
1800,29_12_2015, 362 ,43098,,,,
1800,8_4_2017, 97 ,42833,,,,
1801,12_1_2016, 11 ,42747,,,,
1802,15_1_2016, 14 ,42750,,,,
1802,16_1_2016, 15 ,42751,,,,
1803,26_1_2016, 25 ,42761,,,,
1805,2_2_2016, 32 ,42768,,,,
1806,2_2_2016, 32 ,42768,,,,
1807,21_2_2016, 51 ,42787,,,,
1808,23_2_2016, 53 ,42789,,,,
1809,29_2_2016, 59 ,42795,,,,
1810,29_2_2016, 59 ,42795,,,,
1811,29_2_2016, 59 ,42795,,,,
1812,10_3_2016, 68 ,42804,,,,
1814,10_3_2016, 68 ,42804,,,,
1815,10_3_2016, 68 ,42804,,,,
1815,12_3_2016, 70 ,42806,,,,
1815,13_3_2016, 71 ,42807,,,,
1816,12_3_2016, 70 ,42806,,,,
1822,13_3_2016, 71 ,42807,,,,
1823,13_3_2016, 71 ,42807,,,,
1824,13_3_2016, 71 ,42807,,,,
1825,13_3_2016, 71 ,42807,,,,
1826,10_3_2016, 68 ,42804,,,,
1829,14_3_2016, 72 ,42808,,,,
1831,13_3_2016, 71 ,42807,,,,
1832,14_3_2016, 72 ,42808,,,,
1832,16_3_2016, 74 ,42810,,,,
1833,14_3_2016, 72 ,42808,,,,
1834,13_3_2016, 71 ,42807,,,,
1834,14_3_2016, 72 ,42808,,,,
1836,14_3_2016, 72 ,42808,,,,
1837,14_3_2016, 72 ,42808,,,,
1838,14_3_2016, 72 ,42808,,,,
1839,19_3_2016, 77 ,42813,,,,
1840,19_3_2016, 77 ,42813,,,,
1841,19_3_2016, 77 ,42813,,,,
1841,25_3_2017, 83 ,42819,,,,
1841,26_3_2017, 84 ,42820,,,,
1842,19_3_2016, 77 ,42813,,,,
1842,21_4_2017, 110 ,42846,,,,
1843,19_3_2016, 77 ,42813,,,,
1844,19_3_2016, 77 ,42813,,,,
1845,23_3_2016, 81 ,42817,,,,
1847,23_3_2016, 81 ,42817,,,,
1847,20_4_2017, 109 ,42845,,,,
1847,22_4_2017, 111 ,42847,,,,
1849,23_3_2016, 81 ,42817,,,,
1853,23_3_2016, 81 ,42817,,,,
1854,23_3_2016, 81 ,42817,,,,
1857,23_3_2016, 81 ,42817,,,,
1859,24_3_2016, 82 ,42818,,,,
1860,24_3_2016, 82 ,42818,,,,
1861,24_3_2016, 82 ,42818,,,,
1862,23_3_2016, 81 ,42817,,,,
1863,24_3_2016, 82 ,42818,,,,
1865,24_3_2016, 82 ,42818,,,,
1866,24_1_2016, 23 ,42759,,,,
1868,23_3_2016, 81 ,42817,,,,
1868,24_3_2016, 82 ,42818,,,,
1869,24_3_2016, 82 ,42818,,,,
1870,24_3_2016, 82 ,42818,,,,
1871,24_3_2016, 82 ,42818,,,,
1872,24_3_2016, 82 ,42818,,,,
1873,27_3_2016, 85 ,42821,,,,
1874,27_3_2016, 85 ,42821,,,,
1875,27_3_2016, 85 ,42821,,,,
1876,27_3_2016, 85 ,42821,,,,
1878,27_3_2016, 85 ,42821,,,,
1881,4_4_2016, 93 ,42829,,,,
1882,4_4_2016, 93 ,42829,,,,
1884,4_4_2016, 93 ,42829,,,,
1885,5_4_2016, 94 ,42830,,,,
1886,5_4_2016, 94 ,42830,,,,
1890,14_4_2016, 103 ,42839,,,,
1892,14_4_2016, 103 ,42839,,,,
1895,14_4_2016, 103 ,42839,,,,
1897,14_4_2016, 103 ,42839,,,,
1908,14_4_2016, 103 ,42839,,,,
1909,14_4_2016, 103 ,42839,,,,
1915,14_4_2016, 103 ,42839,,,,
1917,14_4_2016, 103 ,42839,,,,
1918,14_4_2016, 103 ,42839,,,,
1918,17_4_2016, 106 ,42842,,,,
1918,17_4_2017, 106 ,42842,,,,
1919,14_4_2016, 103 ,42839,,,,
1921,22_4_2016, 111 ,42847,,,,
1922,22_4_2016, 111 ,42847,,,,
1923,22_4_2016, 111 ,42847,,,,
1925,22_4_2016, 111 ,42847,,,,
1925,23_4_2016, 112 ,42848,,,,
1926,27_4_2016, 116 ,42852,,,,
1928,27_4_2016, 116 ,42852,,,,
1928,30_4_2016, 119 ,42855,,,,
1929,27_4_2016, 116 ,42852,,,,
1929,29_4_2016, 118 ,42854,,,,
1929,3_5_2016, 122 ,42858,,,,
1930,27_4_2016, 116 ,42852,,,,
1932,27_4_2016, 116 ,42852,,,,
1939,29_4_2016, 118 ,42854,,,,
1945,2_5_2016, 121 ,42857,,,,
1949,10_5_2016, 129 ,42865,,,,
1950,14_3_2016, 72 ,42808,,,,
1982,30_4_2016, 119 ,42855,,,,
2000,14_1_2017, 13 ,42749,,,,
2002,15_1_2017, 14 ,42750,,,,
2003,15_1_2017, 14 ,42750,,,,
2004,15_1_2017, 14 ,42750,,,,
2006,17_1_2017, 16 ,42752,,,,
2007,17_1_2017, 16 ,42752,,,,
2008,17_1_2017, 16 ,42752,,,,
2009,20_2_2017, 50 ,42786,,,,
2010,20_2_2017, 50 ,42786,,,,
2011,23_2_2017, 53 ,42789,,,,
2012,23_2_2017, 53 ,42789,,,,
2013,23_2_2017, 53 ,42789,,,,
2013,13_3_2017, 71 ,42807,,,,
2014,23_2_2017, 53 ,42789,,,,
2014,13_3_2017, 71 ,42807,,,,
2015,8_3_2017, 66 ,42802,,,,
2016,8_3_2016, 66 ,42802,,,,
2016,8_3_2017, 66 ,42802,,,,
2017,8_3_2017, 66 ,42802,,,,
2018,8_3_2017, 66 ,42802,,,,
2019,8_3_2017, 66 ,42802,,,,
2020,12_3_2017, 70 ,42806,,,,
2022,11_3_2017, 69 ,42805,,,,
2023,12_3_2017, 70 ,42806,,,,
2026,13_3_2017, 71 ,42807,,,,
2027,13_3_2017, 71 ,42807,,,,
2028,13_3_2017, 71 ,42807,,,,
2029,13_3_2017, 71 ,42807,,,,
2030,13_3_2017, 71 ,42807,,,,
2031,13_3_2017, 71 ,42807,,,,
2032,13_3_2017, 71 ,42807,,,,
2033,13_3_2017, 71 ,42807,,,,
2034,13_3_2017, 71 ,42807,,,,
2035,13_3_2017, 71 ,42807,,,,
2036,13_3_2017, 71 ,42807,,,,
2037,13_3_2017, 71 ,42807,,,,
2038,13_3_2017, 71 ,42807,,,,
2039,13_3_2017, 71 ,42807,,,,
2045,13_3_2017, 71 ,42807,,,,
2046,18_3_2017, 76 ,42812,,,,
2047,18_3_2017, 76 ,42812,,,,
2048,18_3_2017, 76 ,42812,,,,
2049,18_3_2017, 76 ,42812,,,,
2050,18_3_2017, 76 ,42812,,,,
2051,18_3_2017, 76 ,42812,,,,
2052,18_3_2017, 76 ,42812,,,,
2053,18_3_2017, 76 ,42812,,,,
2054,18_3_2017, 76 ,42812,,,,
2056,18_3_2017, 76 ,42812,,,,
2057,18_3_2017, 76 ,42812,,,,
2058,18_3_2017, 76 ,42812,,,,
2059,18_3_2017, 76 ,42812,,,,
2061,18_3_2017, 76 ,42812,,,,
2062,25_3_2017, 83 ,42819,,,,
2063,25_3_2017, 83 ,42819,,,,
2064,25_3_2017, 83 ,42819,,,,
2065,25_3_2017, 83 ,42819,,,,
2066,25_3_2017, 83 ,42819,,,,
2067,25_3_2017, 83 ,42819,,,,
2068,25_3_2017, 83 ,42819,,,,
2069,25_3_2017, 83 ,42819,,,,
2070,25_3_2017, 83 ,42819,,,,
2071,25_3_2017, 83 ,42819,,,,
2071,26_3_2017, 84 ,42820,,,,
2072,26_3_2017, 84 ,42820,,,,
2073,26_3_2017, 84 ,42820,,,,
2074,26_3_2017, 84 ,42820,,,,
2075,26_3_2017, 84 ,42820,,,,
2076,26_3_2017, 84 ,42820,,,,
2077,26_3_2017, 84 ,42820,,,,
2078,26_3_2017, 84 ,42820,,,,
2079,26_3_2017, 84 ,42820,,,,
2080,26_3_2017, 84 ,42820,,,,
2082,26_3_2017, 84 ,42820,,,,
2083,26_3_2017, 84 ,42820,,,,
2084,26_3_2017, 84 ,42820,,,,
2085,26_3_2017, 84 ,42820,,,,
2086,26_3_2017, 84 ,42820,,,,
2087,26_3_2017, 84 ,42820,,,,
2088,28_3_2017, 86 ,42822,,,,
2089,28_3_2017, 86 ,42822,,,,
2090,28_3_2017, 86 ,42822,,,,
2091,18_3_2017, 76 ,42812,,,,
2092,29_3_2017, 87 ,42823,,,,
2093,29_3_2017, 87 ,42823,,,,
2094,29_3_2017, 87 ,42823,,,,
2095,29_3_2017, 87 ,42823,,,,
2096,25_3_2017, 83 ,42819,,,,
2097,25_3_2017, 83 ,42819,,,,
2098,31_3_2017, 89 ,42825,,,,
2099,31_3_2017, 89 ,42825,,,,
2100,25_3_2017, 83 ,42819,,,,
2101,25_3_2017, 83 ,42819,,,,
2102,26_3_2017, 84 ,42820,,,,
2103,26_3_2017, 84 ,42820,,,,
2104,31_3_2017, 89 ,42825,,,,
2105,4_4_2017, 93 ,42829,,,,
2106,4_4_2017, 93 ,42829,,,,
2107,4_4_2017, 93 ,42829,,,,
2108,6_4_2017, 95 ,42831,,,,
2109,6_4_2017, 95 ,42831,,,,
2110,8_4_2017, 97 ,42833,,,,
2112,8_4_2017, 97 ,42833,,,,
2114,9_4_2017, 98 ,42834,,,,
2115,26_3_2017, 84 ,42820,,,,
2116,16_4_2017, 105 ,42841,,,,
2117,16_4_2017, 105 ,42841,,,,
2119,16_4_2017, 105 ,42841,,,,
2120,16_4_2017, 105 ,42841,,,,
2122,17_4_2017, 106 ,42842,,,,
2123,21_4_2017, 110 ,42846,,,,
2124,21_4_2017, 110 ,42846,,,,
2125,21_4_2017, 110 ,42846,,,,
2125,22_4_2017, 111 ,42847,,,,
2125,23_4_2017, 112 ,42848,,,,
2126,22_4_2017, 111 ,42847,,,,
2128,22_4_2017, 111 ,42847,,,,
2129,22_4_2017, 111 ,42847,,,,
2130,23_4_2017, 112 ,42848,,,,
2131,23_4_2017, 112 ,42848,,,,
2132,23_4_2017, 112 ,42848,,,,
2133,23_4_2017, 112 ,42848,,,,
2134,23_4_2017, 112 ,42848,,,,
2136,9_4_2017, 98 ,42834,,,,
2138,9_4_2017, 98 ,42834,,,,
2139,30_4_2017, 119 ,42855,,,,
2140,25_3_2017, 83 ,42819,,,,
2141,25_3_2017, 83 ,42819,,,,
